#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
hydrogenase maturation protease HydD	univ	cs	10	hydrogenase maturation protease MJ0253	830c4b1a2cbe8665f1ce181a55fd65f6mlt_after	hydrogenase maturation protease MJ0631	bb797c9a1855cc6cce25beb90846d406mlt_after	hydrogenase maturation peptidase HycI	1764b6ed1c5d40a03a10b6e9230a007dmlt_after	hydrogenase 1 maturation protease	84b5e4fb2e5f1fbd1b910ba68fdbc5f8mlt_after	Hydrogenase 2 maturation protease	99931fccb8dac21ba18fdfb3bf9f06d2mlt_after	Hydrogenase 3 maturation protease	0f9d21116fe8dc3b0e407fcb7d0c80fdmlt_after	[NiFe] hydrogenase maturation protein HypF	c39ca738466658661b1941316acbfa93mlt_after	Hydrogenase maturation factor HoxX	1a48b908499974a5a67a7da3dceb64d5mlt_after	Hydrogenase maturation factor HybF	d51f81d33f48f35d38d01e471c3af390mlt_after	Hydrogenase maturation factor HybG	9bdadebbd25d460e87787f1781b416a6mlt_after	Hydrogenase maturation factor HypA	e51863dc5d34844be3be73fe69f6a8a1mlt_after	Hydrogenase maturation factor HypB	647eafac37e3ea8dcc2200938cb742e3mlt_after	Hydrogenase maturation factor HypC	3ff1f12e4fcf6223b2be06da453235dfmlt_after	Hydrogenase maturation factor HypD	ba206ff3e3876b27ff7131d74f077d72mlt_after	formate hydrogenlyase maturation protein HycH	ba19cad3b30a89e23190cf1a67620078mlt_after
hydrolase in agr operon (ORF 5)	univ	cs	10	Hydrolase in agr operon	1b063d98ad17a9f132503ea7777b2930mlt_after	Ester hydrolase C11orf54	9bf2ef22faf221d3962527c2d1ecd242mlt_after	Ester hydrolase C11orf54 homolog	4e2e9f55390c1b0dc55c8975df883facmlt_after	Hydrolase tropI	9d11269e64ff4354f6dcf80dcf2f6447mlt_after	Mercury resistance operon ORF3	f8dc02f3533b0b51339ce0332a0c68fdmlt_after	hydrolase	c1e420d10411291005699995e37419e9mlt_after	GTP cyclohydrolase I	9dfb26c72618ed59eec8db3ee6ffde6dmlt_after	GTP cyclohydrolase IV	5c8ef87a6ff051f4fd7eda0ef0633cecmlt_after	GTP cyclohydrolase II	1c6af1c6b8685e3ecfe61c760cebcac9mlt_after	Hydrolase 3	9b9e60d2edcb2703f642400a23818270mlt_after	Hydrolase 4	0af3fd0de57147fb4fae6351e9e8d42cmlt_after	GTP cyclohydrolase IIa	37c8515d62df222e39b9579e29bbd46bmlt_after	GTP cyclohydrolase III	da66f84e44410eb1621239312166657amlt_after	chlorohydrolase/aminohydrolase	096aee2ee48cc9066fc92cd7a6499401mlt_after	Hydroperoxide reductase	88996d234b24514db4cf8c5165be0f52mlt_after
hydrolase with alpha/beta fold	univ	cs	10	alpha/beta fold putative hydrolase EstX	c978924e76c15e173742cf947f5953f0mlt_after	alpha/beta hydrolase fold	5792a83e9dd8b7d6a6bddcf4bc50fe5emlt_after	Alpha/beta hydrolase psoB	f743bb2326a0e28b9b019d13e56e1f00mlt_after	alpha/beta hydrolase L404	b8c61f80f8c98852ea27b3521ae41e6cmlt_after	alpha/beta hydrolase R526	08d0487eaffd029eafe7c01cffa9f93cmlt_after	Alpha/beta hydrolase domain-containing protein 17A	52aa8db8e38aa41889fec31201910501mlt_after	Alpha/beta hydrolase domain-containing protein 17B	64e013ed219c179f3ed60314555f6dc0mlt_after	Alpha/beta hydrolase domain-containing protein 17C	2f1e4d31bd037cacb2c160206f551542mlt_after	Alpha/beta hydrolase domain-containing protein WAV2	d20a2016ab2209ff6c0e89e624e9b133mlt_after	Alpha/beta hydrolase domain-containing protein aho-3	7983ce4d8dfeb93def084c007897d7dfmlt_after	Tryptase alpha/beta-1	ffcd4aad630ca7fbbee66a9b23f08f9cmlt_after	Alpha/beta-gliadin	f18a951f1f7e0aedc4c89264dca6a542mlt_after	Alpha/beta-gliadin A-I	1b254ae06d7a21ecfbc595e35fc55dffmlt_after	Alpha/beta-gliadin A-V	70349ea8f6f0280242a9f3dd59618479mlt_after	Alpha/beta-gliadin A-II	644c83a0781c0636409dbd8e4b88bcd3mlt_after
hydrolase, carbon-nitrogen family	univ	cs	10	Carbon disulfide hydrolase	737a3d73f501bc19933823a44974dc63mlt_after	Carbon monoxide dehydrogenase	47cf26247963f05cb0f5f39fe9069d69mlt_after	3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	09e82000f47b5729a8f6bd412c1e12b2mlt_after	Carbon monoxide dehydrogenase 1	6aa0f6449994ce42e2518db6788d1920mlt_after	Carbon monoxide dehydrogenase 2	6ed0f4cb30af8d102dba6f91981ec8c7mlt_after	2-nitroimidazole nitrohydrolase	06a5983b8d88705412382bb3bd6ffb1dmlt_after	tartrate dehydrogenase/decarboxylase	ab96c703868dee532254a093ab0058d4mlt_after	amidohydrolase/deacetylase family metallohydrolase	9fcb3eac34bad1fa34f4d4ea9cd6e196mlt_after	HAD-superfamily hydrolase, subfamily IIA	6526b45450bb96d34d9afbfa587440ecmlt_after	Nitrogen fixation protein NifU	efcca4c753ba0962d50f32d8d0455217mlt_after	Family of serine hydrolases 1	cb6e446e39e8c555a62b23536137792cmlt_after	Family of serine hydrolases 2	6fb0d682fcc22a048b2fbd78f2287c41mlt_after	Family of serine hydrolases 3	1398ae901030a291ec875010ca9e7434mlt_after	Nitrogen fixation protein NifU 1	afb3b08f82a4c647e02402a9d745154bmlt_after	Nitrogen fixation protein NifU 2	e6742074dece5c59a8309e5e48a03ebcmlt_after
hypothetical RNA pseudouridine synthase (RNA-uridine isomerase) (RNA pseudouridylate synthase)	univ	cs	10	tRNA pseudouridine synthase	81ecd727d0ea240e44228e629535999cmlt_after	RNA pseudouridine synthase 1	c77444b3ece6ecaffa9018704e112a57mlt_after	RNA pseudouridine synthase 5	c398f1715eab8163e563f0b576a8fc9bmlt_after	RNA pseudouridine synthase 7	edd0a6ee7e9cce1fcacc623da562a4eemlt_after	pseudouridylate synthase	cc05bb3ae89fe5a4b664cec7862b7ac7mlt_after	tRNA pseudouridine synthase 1	805d8c067dbd790fc0ef597182c178bbmlt_after	tRNA pseudouridine synthase B	d257cdee5e1a6127da980a8ea22a1268mlt_after	tRNA pseudouridine synthase D	a3fb42fa3620dfa69d88f8dc53b5e9d6mlt_after	tRNA pseudouridine synthase 2	79e1f75a5751b131551ff7b74adc30e3mlt_after	tRNA pseudouridine synthase 4	704f15375b9dd35b07f7a3ecf221e382mlt_after	tRNA pseudouridine synthase A	397e29714d5126e75bd4863aaa2a65f1mlt_after	tRNA pseudouridine synthase C	b8fd24f7eb2054e7be509aa461c60251mlt_after	tRNA pseudouridine synthase D 1	6b445d68346dde4b2b6bb3ea872c7029mlt_after	tRNA pseudouridine synthase D 2	82d1308dcbf441c62eac2d2887bae50amlt_after	tRNA pseudouridine synthase A 1	e554c38157debc601f9dc770f22d7cfemlt_after
hypothetical metallophosphoesterase	univ	cs	10	metallophosphoesterase	0368ed8492f4a1ef91d357efe65705f8mlt_after	Metallophosphoesterase 1	d308610d1b738d1712fb9d83560e0927mlt_after	metallophosphoesterase YsnB	525f53079b418bc8950bf0fa6f824308mlt_after	metallophosphoesterase MG207	c56299500e528ca69b69fa96df2bf78dmlt_after	Metallophosphoesterase MPPED2	25175a420e79056179477b6020bb9ab2mlt_after	metallophosphoesterase MJ0623	a97d644f8e6c77fae1b9ad9a212439b4mlt_after	metallophosphoesterase F40B5.2	e0021ed586ed0f52a96d370591a12d6cmlt_after	metallophosphoesterase YNL217W	0d6c39509c066bc72a7d4949e825b565mlt_after	Metallophosphoesterase 1 homolog	e71a2fd92e3db07aa7615ede7f1694c3mlt_after	metallophosphoesterase MTH_1774	ca29877daaa742996fd034fe9edd19e7mlt_after	metallophosphoesterase At3g03305	d2a6b6341b442447261f566f05e0a29cmlt_after	metallophosphoesterase MG207 homolog	381e6ab321a077976012d24cffdeda73mlt_after	Uncharacterized metallophosphoesterase YhaO	24c1bbc6b1f2e527b776e4e562499f4fmlt_after	Uncharacterized metallophosphoesterase YkoQ	53702ac1a013f5a2ce9914b0d41f2ab3mlt_after	Uncharacterized metallophosphoesterase YkuE	8e78e3bb79f81395ed525e67189e449cmlt_after
imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	univ	cs	10	imidazole glycerol phosphate synthase subunit HisF	597dccc05f4dcf23fba7cf1cdd78bedfmlt_after	imidazole glycerol phosphate synthase subunit HisH	3450fc83d264508b10edd7217a4e9c9cmlt_after	Imidazole glycerol phosphate synthase subunit HisH 1	724b6a5fb7507061346e9397205c5e68mlt_after	Imidazole glycerol phosphate synthase subunit HisH 2	9f0f020b7dfd1fa2d6e05ae1e01b1345mlt_after	Imidazole glycerol phosphate synthase subunit HisH 3	9c03cc872803d0c2b1224cacbe88d828mlt_after	Imidazole glycerol phosphate synthase subunit hisF1	471f36946c1e70448831a219be28d571mlt_after	imidazole glycerol phosphate synthase subunit hisF2	d5a63cd91dc16ffc42b6f78ff430c138mlt_after	imidazole glycerol phosphate synthase subunit hisF3	67eadfcc5eb327a8b13798001891e714mlt_after	Imidazole glycerol phosphate synthase hisHF	57c55c87ef66b3d7e9f55fd0545f5a34mlt_after	Imidazole glycerol phosphate synthase hisHF, chloroplastic	83334536f7c00b4675f947a6b77ea6c6mlt_after	imidazoleglycerol-phosphate dehydratase	da5fd507240867d7eaabf477770cb25bmlt_after	imidazoleglycerol-phosphate dehydratase HisB	b89da030a88c54d916db9444dd95cbc3mlt_after	glutamine amidotransferase subunit PdxT	015fb3a4cfe537f72fb6aa634f4f4191mlt_after	indole-3-glycerol-phosphate synthase	50850747393b6c4fba7d32b775e583f6mlt_after	glutamine amidotransferase	f8173098b1b3909931a80accf9d16fedmlt_after
imidazoleglycerol phosphate synthase, cyclase subunit	univ	cs	10	imidazole glycerol phosphate synthase subunit HisF	597dccc05f4dcf23fba7cf1cdd78bedfmlt_after	imidazole glycerol phosphate synthase subunit HisH	3450fc83d264508b10edd7217a4e9c9cmlt_after	Imidazole glycerol phosphate synthase subunit HisH 1	724b6a5fb7507061346e9397205c5e68mlt_after	Imidazole glycerol phosphate synthase subunit HisH 2	9f0f020b7dfd1fa2d6e05ae1e01b1345mlt_after	Imidazole glycerol phosphate synthase subunit HisH 3	9c03cc872803d0c2b1224cacbe88d828mlt_after	Imidazole glycerol phosphate synthase subunit hisF1	471f36946c1e70448831a219be28d571mlt_after	imidazole glycerol phosphate synthase subunit hisF2	d5a63cd91dc16ffc42b6f78ff430c138mlt_after	imidazole glycerol phosphate synthase subunit hisF3	67eadfcc5eb327a8b13798001891e714mlt_after	Imidazole glycerol phosphate synthase hisHF	57c55c87ef66b3d7e9f55fd0545f5a34mlt_after	Imidazole glycerol phosphate synthase hisHF, chloroplastic	83334536f7c00b4675f947a6b77ea6c6mlt_after	imidazoleglycerol-phosphate dehydratase	da5fd507240867d7eaabf477770cb25bmlt_after	imidazoleglycerol-phosphate dehydratase HisB	b89da030a88c54d916db9444dd95cbc3mlt_after	Imidazoleglycerol-phosphate dehydratase, chloroplastic	b14e104815a0a63c39861f1cbe26ef79mlt_after	indole-3-glycerol-phosphate synthase	50850747393b6c4fba7d32b775e583f6mlt_after	Imidazoleglycerol-phosphate dehydratase 1, chloroplastic	780dafcb57a76b38acc31cb0d87eb8e7mlt_after
immunogenic protein	univ	cs	10	29 kDa immunogenic protein	ffe0e0865cc6593f10bbee3d6def31d8mlt_after	31 kDa immunogenic protein	1eda04d7db0fc2e668fa821578f6f78amlt_after	44 kDa immunogenic protein	5d057f0ffb53a547c89eb1bb70850d19mlt_after	Immunogenic protein MPB63	2f37602598c4bc7c2f7681935cd81e13mlt_after	Immunogenic protein MPB64	291fdea3794c4ab2db0d480ef187352emlt_after	Immunogenic protein MPB70	b18c8f9bfeefcd755baa8a9bb9abd612mlt_after	Immunogenic protein MPT63	f980174803dfb55d67d494042c0a4c01mlt_after	Immunogenic protein MPT64	de57ddc8d997055a9bb52a3907eaa43bmlt_after	Immunogenic protein MPT70	8ba83a05338a1dc25fadac6ec40a5fb1mlt_after	Immunogenic protein MPT70 analog	6197eaf07ae1017ac8ea83817ed9e71dmlt_after	26 kDa periplasmic immunogenic protein	e365ab6641293597b4d110dbbb8d5f1emlt_after	25 kDa outer-membrane immunogenic protein	a1afaf2bf1eef071d82d03bd7ab0fe8cmlt_after	31 kDa outer-membrane immunogenic protein	4599d812a6cd4ca759bcd9f1df4c7a67mlt_after	Immunogenic miracidial antigen 5D	592be3677a56e15a1a916501ba745e2bmlt_after	Immunogenic miracidial antigen 8C	e6e69d1a6eb4d4addc85b540abdf819bmlt_after
inner membrane protein YfcA	univ	cs	10	Inner membrane protein YfdC	4e58ceba36918f39611444dc87784f7cmlt_after	Inner membrane protein YfeZ	08ea3fe1e66415d832a576e3ce49624cmlt_after	UPF0053 inner membrane protein YfjD	a106b4fb28d09f7dc52799e2a8890eb5mlt_after	inner membrane protein	268d68c97e00acf8533cddcf75ed79e9mlt_after	Inner membrane protein YabI	d56988abfa322384f2723b564730046emlt_after	Inner membrane protein YagU	a51ee4292fbe08848de8181bfe682b3bmlt_after	Inner membrane protein YaiY	05dd55ee2020122e7439d7e300589b53mlt_after	Inner membrane protein YbaN	d88c4d223bbbbac78755cc39b3b16cc0mlt_after	Inner membrane protein YbbJ	05546da6f355c4fd35575fd2f3e2e290mlt_after	Inner membrane protein YbcI	6d15100ce4859c6f6f0eaea4c84ab248mlt_after	Inner membrane protein YbhI	63f61241f7e8fce15e020021f187eb15mlt_after	Inner membrane protein YbhL	0a7915c1dc909882b89d152f0e60059bmlt_after	Inner membrane protein YbhN	d3be8f69d752bf8191d203db1d1ea79fmlt_after	Inner membrane protein YbhQ	320d22e5215fd7c78d64989e20964563mlt_after	Inner membrane protein YbiR	ee6c98a779d601161ef52f41c9821d68mlt_after
inner membrane protein, 60 kDa	univ	cs	10	inner membrane protein	268d68c97e00acf8533cddcf75ed79e9mlt_after	inner membrane protein Smp	a190be5c807dff008203e88aba129712mlt_after	Inner membrane protein CbrB	885ac7065c2b8489c1ea047713b2fb75mlt_after	Inner membrane protein CreD	0f688332c283e5cbe221db3a54e64217mlt_after	Inner membrane protein RclC	f713235dcb27fb47651fa4b22ace0ec4mlt_after	Inner membrane protein YabI	d56988abfa322384f2723b564730046emlt_after	Inner membrane protein YagU	a51ee4292fbe08848de8181bfe682b3bmlt_after	Inner membrane protein YaiY	05dd55ee2020122e7439d7e300589b53mlt_after	Inner membrane protein YbaN	d88c4d223bbbbac78755cc39b3b16cc0mlt_after	Inner membrane protein YbbJ	05546da6f355c4fd35575fd2f3e2e290mlt_after	Inner membrane protein YbcI	6d15100ce4859c6f6f0eaea4c84ab248mlt_after	Inner membrane protein YbhI	63f61241f7e8fce15e020021f187eb15mlt_after	Inner membrane protein YbhL	0a7915c1dc909882b89d152f0e60059bmlt_after	Inner membrane protein YbhN	d3be8f69d752bf8191d203db1d1ea79fmlt_after	Inner membrane protein YbhQ	320d22e5215fd7c78d64989e20964563mlt_after
inner membrane symporter YgjU	univ	cs	10	Inner membrane symporter YicJ	85500de20058c17c9cfcee983e22eb66mlt_after	Inner membrane transporter YgjI	9610edadf2d3abf1f3e4fabc59cae851mlt_after	Inner membrane transporter YcaM	2c7842f48a5a83d86f343648dd21cb57mlt_after	Inner membrane transporter YjeM	189613924c1b500f837a04c2f98242b5mlt_after	Inner membrane protein YgjV	f67b9c61b5193aae2243b4af15a864c3mlt_after	Uncharacterized inner membrane transporter YedA	41f97b9430527c1a020d59099edfc054mlt_after	Uncharacterized inner membrane transporter YhbE	21d73d00f867ed2eac4253ace23f6aaemlt_after	Uncharacterized inner membrane transporter YicL	2a135f3eaa1e3ce25095fcf68f871fc6mlt_after	symporter YagG	e86ed8ea8fa82063ec67d10d367c3ea8mlt_after	symporter YfeH	68401ff9581e6d3bb9375e53b0648ddamlt_after	inner membrane transporter protein TsaS	a68cfefde07009b809a81999855bb03cmlt_after	Inner membrane transport permease YadH	5f5f3cdf58514bbee355e0235c6f4029mlt_after	Inner membrane transport permease YhhJ	aeff7e8f26d84dfda799ad01dd846b54mlt_after	inner membrane protein	268d68c97e00acf8533cddcf75ed79e9mlt_after	spanin, inner membrane subunit	633698af5ffe062caa09f2bf5ac9f097mlt_after
malate:quinone oxidoreductase (Malate dehydrogenase[acceptor]) (MQO)	univ	cs	10	malate:quinone oxidoreductase	b080c54700c11cdee4fdc855e7a7a511mlt_after	malate:quinone oxidoreductase 1	486bbee4e37d977a5b472d69d12fe881mlt_after	malate:quinone oxidoreductase 2	10151839027456f7b340d7b56a865dd8mlt_after	malate:quinone oxidoreductase 3	0e00fb5daabe4ce2d853ce3160a72fc2mlt_after	malate:quinone oxidoreductase 4	a1f229a151e52019fb9965aa972fdebcmlt_after	quinone oxidoreductase	3e917192701b9ccebfd0da94e2cd6507mlt_after	Quinone oxidoreductase 1	e263785f69f301a896db9f450a5e02bcmlt_after	Quinone oxidoreductase 2	7b257c942ae70610972110bce70d46e0mlt_after	Quinone-oxidoreductase QR2	f8a1a3b6b6d733b43f1a346df59a23bbmlt_after	quinone oxidoreductase YhfP	ca5be7e1add0f487183588875f4b58cemlt_after	Quinone oxidoreductase PIG3	33505a5949056c8c03a5ffc70b9accdemlt_after	NAD(P)H:quinone oxidoreductase	f3427dbb837568976bf2fc92400cc4fcmlt_after	EtfAB:quinone oxidoreductase	703cb7ae13de5a0f459824baf4590d50mlt_after	NADPH quinone oxidoreductase	adf63767c28e2c8d804b1ad32869c8d7mlt_after	Alcohol dehydrogenase [acceptor]	91e635c816421730aad7e515e98b38e3mlt_after
penicillin-binding protein 1A (PBP-1a) (PBP1a)	univ	cs	10	Penicillin-binding protein 1A	5db40b648872ae75045430baba451864mlt_after	Penicillin-binding protein 1A/1B	ffdac4c2f356a01ef145ae4239bb0a27mlt_after	Penicillin-binding protein PbpB	f1827576bc17d3d202e42ce98de2ec4emlt_after	penicillin-binding protein PbpX	3eb9f27da69eba41f85f90c30a9423a5mlt_after	penicillin binding protein PBP4B	986e4150ebbb62a48a37113e279c2e9cmlt_after	penicillin-binding protein 1C	cb168d1f7507080fcd49576cf69565b0mlt_after	penicillin-binding protein 1b	de94a7e28484f64668d0469d9fed0176mlt_after	Penicillin-binding protein 1F	0c54db5d2c755891e2b0aef0b99fd27fmlt_after	penicillin-binding protein	de55ae6ce2831d6caeb0012e415f444fmlt_after	penicillin-binding protein 2	0a43a4bed0f81a0294e5d58b853fee12mlt_after	Penicillin-binding protein 3	da9377f7b6207e031533be2c784259e3mlt_after	Penicillin-binding protein 4	18983ae515adde6a982f5c2d5fbf4bc3mlt_after	Penicillin-binding protein A	2bca62e9ea591f94c59b902d7b0f79a6mlt_after	Penicillin-binding protein H	41b786849828fbae4f20dfea11d5ea04mlt_after	Penicillin-binding protein 2B	c68babdefaa6a178187aab5ba0b619afmlt_after
peptidase, M48 family	univ	cs	10	M48 family peptidase	f16e278d41be385289fef1eec63444aemlt_after	M18 family aminopeptidase	fc0471770e2d3c9b1140d75e401cac59mlt_after	peptidase, M16 family	611567c10f6c65e684cc56ea7414a713mlt_after	M18 family aminopeptidase 1	182f96c98691b4b33dd9cd0992d787c7mlt_after	M18 family aminopeptidase 2	a76ac138f2d7b877b813321be0792e92mlt_after	peptidase, M23/M37 family	73f09f3077cc40772531d8cbcd2cc0a8mlt_after	U32 family peptidase	c724d86857b3133dce7c50c2283082e2mlt_after	M1 family aminopeptidase	a8167f1c0ee441b989ecbb5630713264mlt_after	M1 family aminopeptidase 1	fc3ab5615a8e7e25b0b907bd017b596emlt_after	M1 family aminopeptidase 2	970b409041ceb934d06f07682683ada8mlt_after	Dipeptidyl peptidase family member 1	bc0dfdfd51575095a7299a4fb787127amlt_after	Dipeptidyl peptidase family member 2	c83eda08f0a4024687fb5ccfce8c4848mlt_after	Dipeptidyl peptidase family member 6	cf4b3c7b21f02447e8f201e374311eeemlt_after	peptidase family M10A and M12B	9defb4d846fe19ae6031cbca64db61b6mlt_after	Peptidase S41 family protein ustP	6c64838104d6cfc2b7dcd280a037a0ecmlt_after
phosphate acetyltransferase (Phosphotransacetylase)	univ	cs	10	phosphate acetyltransferase	67dfa08dbe3d5d4b480d98be52d42067mlt_after	phosphate acetyltransferase PlsX	06640c77026a29d47a71d42c4d9d3313mlt_after	phosphotransacetylase	b7d9112b701cd89dcc97cea7789d89abmlt_after	Phosphate acyltransferase	a755e51c7126260fc462cc46e4feb656mlt_after	Formate acetyltransferase	b974491de03bac961fcaa2a67b286846mlt_after	bifunctional enoyl-CoA hydratase/phosphate acetyltransferase	91b97c23ce8f94a3c7cff0cdb2042247mlt_after	Dihydroxyacetone phosphate acyltransferase	703f0dba7a0a198df1c4c4e22c131acdmlt_after	Formate acetyltransferase 1	d2beecbf5dab3f15c2b4be4a448cad16mlt_after	Formate acetyltransferase 2	8f02bf03ce0e97b15f3e0bc7eb063df8mlt_after	formate acetyltransferase 3	e24deee0d2b24fbe02989a36f80ca953mlt_after	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	6d2aab03e879c91c17e307a710ce2c5dmlt_after	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase	d27787cec5b23e6a5d6f012281587ee6mlt_after	Blasticidin-S acetyltransferase	078e36840140dcc5a00daa8d016b5d92mlt_after	Polyphosphate:ADP phosphotransferase	e44173d329734803ad4d7f1e8a80370bmlt_after	Polyphosphate:AMP phosphotransferase	dda645435e76d67a855d54f08b6c0213mlt_after
phosphomannomutase/phosphoglucomutase (PMM/PGM)	univ	cs	10	phosphomannomutase/phosphoglucomutase	2e0648586fc055d4ff80426f0b3da196mlt_after	Phosphoglucomutase/phosphomannomutase	4785975f83cda4141dcd607c2322ed03mlt_after	phosphomannomutase	a672a736943466fc0b82fc2c5f85a320mlt_after	Phosphoglucomutase	e3db9ecba9bf3bd5b13fb761a2113d22mlt_after	Phosphomannomutase 1	395d9fbba8c944f159f031ff8b13b90amlt_after	Phosphomannomutase 2	68cc93e957ed83755ab9a61ecc715f40mlt_after	Phosphoglucomutase 1	aa4f8e4d4d0578745ab2ac34ea24cf0cmlt_after	Phosphoglucomutase 2	c2f4ba6f589a59b991977462f58c89demlt_after	Beta-phosphoglucomutase	773277b60db5a4ac82b29853d71e409amlt_after	alpha-D-glucose phosphate-specific phosphoglucomutase	ebacac0b03ff06a831285274fda5d52cmlt_after	Phosphoglucomutase, cytoplasmic	b9eaede01d39e44667385ceee25207a4mlt_after	Phosphoglucomutase, cytoplasmic 1	589949aee23d8ad755fe2af893fad192mlt_after	Phosphoglucomutase, cytoplasmic 2	6d5dd021b92c171dddefc582ff7f557amlt_after	Phosphoglucomutase-like protein 5	457845af48f35e5b1e0669fda1e92175mlt_after	Phosphoglucomutase, chloroplastic	41b109fb26dbd053daccad44bd42773emlt_after
polyribonucleotide nucleotidyltransferase (Polynucleotidephosphorylase) (PNPase)	univ	cs	10	polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	26174967b0ed0302d2c3a1c2a51438e9mlt_after	polyribonucleotide nucleotidyltransferase	fbee2b38ac45ea0fb391a67476b82b1emlt_after	Polyribonucleotide nucleotidyltransferase 1	91a9f004bca46f8a6abc1476b103a3f0mlt_after	Polyribonucleotide nucleotidyltransferase 2	52f846dda423e91aeb40bcc191816dfemlt_after	Polyribonucleotide nucleotidyltransferase 3	daa8ccdeb93655b1115e5a5e1d15ba9bmlt_after	Polyribonucleotide nucleotidyltransferase 4	1c9c55b04d13f91b9b4b24176da05a6cmlt_after	GDP polyribonucleotidyltransferase	2deb9975efcee6fe0b7120cb148ad914mlt_after	Polyribonucleotide nucleotidyltransferase 1, chloroplastic	09185ea3f6c53744cd8fcf21fd42d1bbmlt_after	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	f6a40c849b1c30bf778c96cca6d01b70mlt_after	Polyribonucleotide nucleotidyltransferase 2, mitochondrial	8246a8d3f6f1547d48521002a06f165fmlt_after	polynucleotide adenylyltransferase	98f08ab21a00dd3606dd4c9f4788346emlt_after	nucleotidyltransferase	bc97aa5d8ffc70bc33334888d72ea406mlt_after	lincosamide nucleotidyltransferase Lnu(C)	9e35b1c01a56ac6676fbb6ebdecd22b5mlt_after	Polynucleotide 3'-phosphatase	fa9e7b8753352351048c570e63e3727dmlt_after	lincosamide nucleotidyltransferase Lnu(D)	92fa9a6fbda70094262c7d5fd306718fmlt_after
preprotein translocase, YajC subunit	univ	cs	10	preprotein translocase subunit YajC	4057b01994c3ff797f61fc3f0f436314mlt_after	preprotein translocase, SecA subunit	f7c1803b4a7f15648d46ec2c6f0b7f36mlt_after	preprotein translocase subunit SecG	a5f71b85cff1021b51da97e49be37fc3mlt_after	preprotein translocase subunit SecD	46df90367fc06dd1a714d1e15bc5f8bfmlt_after	preprotein translocase subunit SecY	1ba6692a46de09dc9a3c9c6b5a58c856mlt_after	preprotein translocase subunit SecF	c2f9e76be722f26a7af46c4ac5acb242mlt_after	preprotein translocase subunit SecA	b126341f8002e4290937382ed5ebec22mlt_after	preprotein translocase subunit SecE	54cf9c0f84b464ec69947600943600dfmlt_after	preprotein translocase subunit SecB	9fc684b9fcbfe1da3964d7b76b180aefmlt_after	preprotein translocase, SecE subunit	acdd4d7c9ae6ba80215e1fd6f8b9ca05mlt_after	preprotein translocase, SecG subunit	360afc12bc99004faf989baef5c0c9e0mlt_after	preprotein translocase, SecY subunit	da82109e72e9cf9c79216b8a5e6ee0e9mlt_after	Preprotein translocase subunit SECE1	74e137304ad854978781395b465a0090mlt_after	preprotein translocase subunit Sec61beta	743b052403b98f7c8ff7cdc75edee277mlt_after	protein translocase subunit SecF	8ef42eccb16a21a932b339b03d1b1e25mlt_after
protein YegH	univ	cs	10	UPF0053 protein YegH	5d029cc67d35401e430b0b6a513be938mlt_after	UPF0339 protein YegP	276c0faa39020b94f366e8a88a906f3bmlt_after	Uncharacterized protein YegJ	578e1d9383189468b28601ca3a8fbe24mlt_after	Uncharacterized protein YegL	40f156d220c0dddd751f43b2d2b71fccmlt_after	Uncharacterized protein YegR	1c6ff426e8d91d693754862733a6c6c4mlt_after	Uncharacterized protein YegU	2420fc31906043f564f346724f24ea12mlt_after	Uncharacterized protein YegX	d58e0caf488220c4b4ea3e54f84c5d3bmlt_after	Uncharacterized chaperone protein YegD	7451313c94d54563c98ad351900c4e2cmlt_after	Protein YebF	73cd4b3d1611c6361b45398ff5616e38mlt_after	Protein YecM	e86ac9e3cd944dc91fc8f6cf0aa8e320mlt_after	Protein YecU	5adbd32980f6f64ddfcf79a012177c3cmlt_after	Protein YecV	a4422ae723c5fc1ddb2b559738acd23cmlt_after	Protein YeeW	3842c220a582598670e342d61bde9605mlt_after	Protein YeeZ	a1db0fa889ef2116ea6e1125438d5900mlt_after	Protein YehF	4cdc77b3c0d1f90ed36d74ef9d2cc070mlt_after
